AgentName,Role,Episode,StepCount,Reward,AttackAttempts,AttackSuccesses,DefendAttempts,DefendSuccesses,DodgeAttempts,EndTime,Duration,IsDead
Player 1,Defender,4962,258,55.79,2,0,4,0,126,268.52,5.16,False
Player 1,Defender,4966,120,16.05,2,0,4,0,21,268.90,2.40,False
Player 1,Defender,4972,0,0.50,0,0,0,0,0,268.92,0.00,False
Player 1,Defender,4974,736,142.14,5,2,18,0,98,269.12,14.72,False
Player 1,Defender,4978,140,26.48,0,0,4,0,65,269.22,2.80,False
Player 1,Defender,4982,319,54.92,4,1,17,0,78,269.50,6.38,False
Player 1,Defender,4988,0,0.50,0,0,0,0,0,270.34,0.00,False
Player 1,Defender,4990,294,55.01,7,1,12,0,87,270.78,5.88,False
Player 1,Defender,4996,0,0.50,0,0,0,0,0,271.26,0.00,False
Player 1,Defender,4998,2972,718.29,22,2,91,2,41,271.44,59.44,False
Player 1,Defender,5004,399,79.58,1,1,12,0,102,272.62,7.98,False
Player 1,Defender,5008,372,61.13,9,1,15,1,55,272.68,7.44,False
Player 1,Defender,5012,120,25.68,1,0,1,0,1,272.74,2.40,False
Player 1,Defender,5016,354,74.13,4,0,15,0,56,272.88,7.08,False
Player 1,Defender,5020,89,12.52,0,0,6,0,22,273.04,1.78,False
Player 1,Defender,5024,3001,716.20,11,1,101,0,93,273.36,60.02,False
Player 1,Defender,5026,294,59.42,2,0,3,0,94,273.50,5.88,False
Player 1,Defender,5030,257,47.84,2,0,6,0,95,273.66,5.14,False
Player 1,Defender,5034,294,60.68,2,0,9,0,106,273.90,5.88,False
Player 1,Defender,5038,313,48.13,3,0,12,0,94,274.02,6.26,False
Player 1,Defender,5044,0,0.50,0,0,0,0,0,274.74,0.00,False
Player 1,Defender,5046,3001,644.63,53,1,226,0,748,275.20,60.02,False
Player 1,Defender,5048,308,63.65,2,0,5,0,103,275.38,6.16,False
Player 1,Defender,5052,2090,474.50,11,3,58,3,36,276.26,41.80,False
Player 1,Defender,5056,350,64.92,1,1,14,0,54,276.50,7.00,False
Player 1,Defender,5060,100,19.62,1,0,5,0,43,276.74,2.00,False
Player 1,Defender,5064,407,85.17,2,0,8,0,106,277.04,8.14,False
Player 1,Defender,5068,239,44.79,2,0,9,0,97,277.82,4.78,False
Player 1,Defender,5072,142,31.41,1,0,5,0,27,278.04,2.84,False
Player 1,Defender,5078,0,0.50,0,0,0,0,0,278.68,0.00,False
Player 1,Defender,5080,255,43.26,6,0,11,0,78,279.12,5.10,False
Player 1,Defender,5084,420,83.00,2,0,15,0,76,279.18,8.40,False
Player 1,Defender,5088,197,34.70,3,0,3,0,79,279.32,3.94,False
Player 1,Defender,5092,306,50.47,1,0,15,1,97,279.62,6.12,False
Player 1,Defender,5096,355,73.19,1,0,19,0,101,279.98,7.10,False
Player 1,Defender,5100,338,67.97,4,1,16,0,88,280.42,6.76,False
Player 1,Defender,5104,109,19.45,3,0,5,0,13,280.86,2.18,False
Player 1,Defender,5108,439,92.53,1,1,20,0,128,281.46,8.78,False
Player 1,Defender,5114,0,0.50,0,0,0,0,0,281.60,0.00,False
Player 1,Defender,5116,445,92.82,3,0,21,1,70,281.64,8.90,False
Player 1,Defender,5120,321,70.55,1,0,9,0,30,283.16,6.42,False
Player 1,Defender,5124,210,38.74,0,0,4,0,85,283.32,4.20,False
Player 1,Defender,5128,2043,434.28,17,6,84,1,78,283.42,40.86,False
Player 1,Defender,5132,3001,832.34,54,2,116,1,22,283.92,60.02,False
Player 1,Defender,5134,246,47.16,1,0,12,0,93,284.10,4.92,False
Player 1,Defender,5138,3001,686.48,37,6,140,3,19,284.38,60.02,False
Player 1,Defender,5140,146,29.37,2,0,15,0,33,284.52,2.92,False
Player 1,Defender,5146,0,0.50,0,0,0,0,0,285.22,0.00,False
Player 1,Defender,5148,308,60.77,3,1,13,0,108,285.48,6.16,False
Player 1,Defender,5152,406,85.54,1,0,24,1,94,285.94,8.12,False
Player 1,Defender,5158,0,0.50,0,0,0,0,0,286.28,0.00,False
Player 1,Defender,5162,0,0.50,0,0,0,0,0,286.68,0.00,False
Player 1,Defender,5166,0,0.50,0,0,0,0,0,286.68,0.00,False
Player 1,Defender,5170,0,0.50,0,0,0,0,0,286.90,0.00,False
Player 1,Defender,5172,3001,614.97,48,10,120,0,31,287.62,60.02,False
Player 1,Defender,5174,372,65.04,5,1,18,1,80,287.86,7.44,False
Player 1,Defender,5178,334,54.60,2,1,10,0,84,288.32,6.68,False
Player 1,Defender,5182,185,51.47,0,0,11,0,34,288.92,3.70,False
Player 1,Defender,5186,293,55.96,2,0,6,0,101,289.02,5.86,False
Player 1,Defender,5190,179,43.90,1,0,9,0,29,289.86,3.58,False
Player 1,Defender,5194,431,84.39,3,0,20,1,28,290.08,8.62,False
Player 1,Defender,5200,0,0.50,0,0,0,0,0,290.16,0.00,False
Player 1,Defender,5204,0,0.50,0,0,0,0,0,290.30,0.00,False
Player 1,Defender,5206,173,37.96,3,0,9,0,14,290.36,3.46,False
Player 1,Defender,5212,187,40.13,0,0,13,0,13,290.42,3.74,False
Player 1,Defender,5216,371,75.89,2,0,8,0,86,290.74,7.42,False
Player 1,Defender,5220,2489,509.05,31,4,112,0,71,291.36,49.78,True
Player 1,Defender,5222,3001,668.14,45,9,147,2,79,291.40,60.02,False
Player 1,Defender,5224,392,76.04,0,0,10,0,92,291.94,7.84,False
Player 1,Defender,5230,0,0.50,0,0,0,0,0,292.18,0.00,False
Player 1,Defender,5232,133,21.26,0,0,0,0,74,292.74,2.66,False
Player 1,Defender,5238,0,0.50,0,0,0,0,0,292.98,0.00,False
Player 1,Defender,5240,430,76.80,1,1,21,0,82,293.12,8.60,False
Player 1,Defender,5244,613,129.40,3,2,35,1,78,293.12,12.26,False
Player 1,Defender,5248,213,51.38,0,0,11,0,42,294.42,4.26,False
Player 1,Defender,5252,1302,262.39,5,0,43,1,9,295.16,26.04,False
Player 1,Defender,5256,114,24.18,1,0,6,0,45,295.26,2.28,False
Player 1,Defender,5260,3001,712.21,35,7,84,0,123,295.32,60.02,False
Player 1,Defender,5262,475,87.27,1,1,23,0,57,295.44,9.50,False
Player 1,Defender,5266,265,64.43,2,0,18,0,100,295.60,5.30,False
Player 1,Defender,5270,351,73.77,4,1,9,0,78,295.94,7.02,False
Player 1,Defender,5276,389,65.03,2,0,18,1,70,296.10,7.78,False
Player 1,Defender,5280,439,94.83,2,1,27,0,71,296.40,8.78,False
Player 1,Defender,5284,385,58.71,2,1,15,0,100,296.72,7.70,False
Player 1,Defender,5288,3001,670.14,38,3,141,3,36,296.82,60.02,False
Player 1,Defender,5292,0,0.50,0,0,0,0,0,296.84,0.00,False
Player 1,Defender,5296,1920,575.86,2,1,64,0,67,298.62,38.40,False
Player 1,Defender,5300,563,116.84,3,1,26,0,16,299.12,11.26,False
Player 1,Defender,5306,0,0.50,0,0,0,0,0,299.46,0.00,False
Player 1,Defender,5308,497,122.62,3,1,19,0,80,300.30,9.94,False
Player 1,Defender,5312,389,79.31,2,1,21,0,118,300.90,7.78,False
Player 1,Defender,5318,0,0.50,0,0,0,0,0,301.18,0.00,False
Player 1,Defender,5320,325,80.22,0,0,18,0,66,301.94,6.50,False
Player 1,Defender,5326,0,0.50,0,0,0,0,0,302.80,0.00,False
Player 1,Defender,5328,491,103.10,2,0,19,0,44,302.94,9.82,False
Player 1,Defender,5332,94,14.21,0,0,7,0,36,303.06,1.88,False
Player 1,Defender,5338,0,0.50,0,0,0,0,0,303.24,0.00,False
Player 1,Defender,5340,378,81.25,1,1,20,0,24,303.50,7.56,False
Player 1,Defender,5344,135,25.11,0,0,0,0,66,303.60,2.70,False
Player 1,Defender,5348,396,73.19,2,0,9,0,106,304.02,7.92,False
Player 1,Defender,5352,245,50.52,0,0,14,0,65,304.36,4.90,False
Player 1,Defender,5358,0,0.50,0,0,0,0,0,304.42,0.00,False
Player 1,Defender,5360,88,13.80,0,0,8,0,28,304.56,1.76,False
Player 1,Defender,5364,514,121.84,4,1,19,1,78,304.70,10.28,False
Player 1,Defender,5370,0,0.50,0,0,0,0,0,304.70,0.00,False
Player 1,Defender,5374,466,109.86,4,2,29,0,48,306.14,9.32,False
Player 1,Defender,5378,110,21.99,1,0,2,0,48,306.22,2.20,False
Player 1,Defender,5382,2431,636.07,23,2,83,1,43,307.16,48.62,False
Player 1,Defender,5386,158,28.92,2,0,12,0,31,307.58,3.16,False
Player 1,Defender,5390,234,59.64,2,0,12,0,24,307.92,4.68,False
Player 1,Defender,5394,167,29.32,0,0,6,0,96,308.04,3.34,False
Player 1,Defender,5398,392,70.65,2,0,20,0,70,308.14,7.84,False
Player 1,Defender,5402,298,50.00,2,1,15,1,73,310.32,5.96,False
Player 1,Defender,5406,342,71.73,2,1,12,0,115,310.44,6.84,False
Player 1,Defender,5410,348,72.18,1,1,10,0,63,310.46,6.96,False
Player 1,Defender,5416,0,0.50,0,0,0,0,0,310.46,0.00,False
Player 1,Defender,5420,0,0.50,0,0,0,0,0,310.82,0.00,False
Player 1,Defender,5424,3001,656.20,5,2,78,0,91,311.42,60.02,False
Player 1,Defender,5426,2144,572.61,23,3,91,0,116,311.80,42.88,False
Player 1,Defender,5432,0,0.50,0,0,0,0,0,311.90,0.00,False
Player 1,Defender,5434,103,19.58,0,0,14,0,61,312.52,2.06,False
Player 1,Defender,5440,553,105.14,7,2,31,1,29,313.00,11.06,False
Player 1,Defender,5446,0,0.50,0,0,0,0,0,313.42,0.00,False
Player 1,Defender,5450,0,0.50,0,0,0,0,0,313.64,0.00,False
Player 1,Defender,5454,0,0.50,0,0,0,0,0,313.78,0.00,False
Player 1,Defender,5456,150,29.68,0,0,19,0,74,313.82,3.00,False
Player 1,Defender,5460,340,47.80,2,1,20,0,38,314.72,6.80,False
Player 1,Defender,5464,3001,687.66,23,8,169,2,141,315.18,60.02,False
Player 1,Defender,5468,100,16.59,1,0,13,0,45,315.78,2.00,False
Player 1,Defender,5472,1273,287.40,8,1,74,0,6,315.88,25.46,False
Player 1,Defender,5476,123,22.61,1,0,14,0,62,316.10,2.46,False
Player 1,Defender,5480,2197,586.62,12,2,84,1,80,316.14,43.94,False
Player 1,Defender,5484,412,85.98,3,1,21,0,95,316.28,8.24,False
Player 1,Defender,5488,413,79.43,2,1,20,0,105,316.40,8.26,False
Player 1,Defender,5492,225,53.87,2,1,28,0,69,316.40,4.50,False
Player 1,Defender,5496,596,111.12,9,3,32,0,90,316.62,11.92,False
Player 1,Defender,5500,3001,625.72,12,5,130,4,93,317.18,60.02,False
Player 1,Defender,5502,216,54.51,2,1,15,0,31,317.74,4.32,False
Player 1,Defender,5506,3001,599.28,8,2,135,2,48,318.00,60.02,False
Player 1,Defender,5508,391,67.48,6,1,22,0,48,318.28,7.82,False
Player 1,Defender,5512,415,88.05,3,1,25,0,77,318.74,8.30,False
Player 1,Defender,5516,312,48.33,2,1,23,0,30,318.76,6.24,False
Player 1,Defender,5520,434,92.57,3,1,20,0,63,319.00,8.68,False
Player 1,Defender,5524,290,52.74,1,0,19,0,100,319.62,5.80,False
Player 1,Defender,5528,1152,261.79,14,3,68,2,69,319.88,23.04,False
Player 1,Defender,5532,374,71.56,6,1,9,0,106,320.48,7.48,False
Player 1,Defender,5536,757,147.50,10,3,46,1,104,321.36,15.14,False
Player 1,Defender,5540,312,57.07,3,1,12,0,58,322.34,6.24,False
Player 1,Defender,5544,311,57.06,4,1,11,0,55,322.62,6.22,False
Player 1,Defender,5548,396,71.83,1,0,17,0,90,322.64,7.92,False
Player 1,Defender,5552,331,65.66,4,1,8,0,88,323.02,6.62,False
Player 1,Defender,5554,134,26.44,1,0,5,0,66,323.16,2.68,False
Player 1,Defender,5558,351,71.34,1,1,14,0,68,323.64,7.02,False
Player 1,Defender,5566,3001,619.49,18,5,132,2,140,324.80,60.02,False
Player 1,Defender,5570,364,77.11,4,1,13,0,90,325.56,7.28,False
Player 1,Defender,5574,466,85.32,6,2,25,0,47,325.60,9.32,False
Player 1,Defender,5578,526,141.39,6,1,38,0,256,326.30,10.52,False
Player 1,Defender,5582,276,59.39,2,1,7,0,6,326.88,5.52,False
Player 1,Defender,5588,0,0.50,0,0,0,0,0,327.16,0.00,False
Player 1,Defender,5590,786,149.35,6,1,28,0,85,327.52,15.72,False
Player 1,Defender,5594,264,51.84,2,1,7,0,54,327.92,5.28,False
Player 1,Defender,5598,416,63.08,6,2,19,1,86,327.94,8.32,False
Player 1,Defender,5602,285,50.21,3,1,10,0,19,328.04,5.70,False
Player 1,Defender,5606,281,64.75,5,1,20,0,27,328.64,5.62,False
Player 1,Defender,5610,308,63.99,2,1,5,0,128,329.32,6.16,False
Player 1,Defender,5614,544,104.31,1,0,24,1,3,329.64,10.88,False
Player 1,Defender,5618,932,174.52,9,3,45,0,102,329.96,18.64,False
Player 1,Defender,5622,257,34.25,5,1,11,0,62,330.74,5.14,False
Player 1,Defender,5626,447,92.69,4,1,21,0,11,331.56,8.94,False
Player 1,Defender,5630,276,59.94,1,0,4,0,2,331.82,5.52,False
Player 1,Defender,5634,1779,499.74,13,0,82,0,8,331.98,35.58,False
Player 1,Defender,5638,338,74.74,3,0,9,0,55,332.32,6.76,False
Player 1,Defender,5642,695,139.84,11,3,40,0,104,332.90,13.90,False
Player 1,Defender,5648,0,0.50,0,0,0,0,0,332.92,0.00,False
Player 1,Defender,5650,777,164.85,9,3,43,1,51,333.28,15.54,False
Player 1,Defender,5654,3000,641.47,32,9,124,4,117,333.36,60.00,False
Player 1,Defender,5656,282,37.06,4,1,10,0,45,333.56,5.64,False
Player 1,Defender,5662,131,22.53,1,0,15,0,12,335.54,2.62,False
Player 1,Defender,5668,2026,443.95,13,4,70,3,113,336.50,40.52,False
Player 1,Defender,5674,0,0.50,0,0,0,0,0,337.86,0.00,False
Player 1,Defender,5678,0,0.50,0,0,0,0,0,337.94,0.00,False
Player 1,Defender,5680,427,80.29,3,1,9,0,107,338.18,8.54,False
Player 1,Defender,5684,2359,497.89,29,8,136,3,95,338.58,47.18,True
Player 1,Defender,5686,354,78.07,3,1,10,0,73,338.64,7.08,False
Player 1,Defender,5690,554,115.45,4,1,30,1,33,339.02,11.08,False
Player 1,Defender,5694,739,84.42,13,3,52,2,21,339.58,14.78,True
Player 1,Defender,5696,589,104.95,2,2,35,1,132,339.82,11.78,False
Player 1,Defender,5700,147,24.83,2,1,19,0,75,340.80,2.94,False
Player 1,Defender,5704,589,145.19,3,1,23,0,103,341.10,11.78,False
Player 1,Defender,5708,184,34.75,1,0,24,0,39,341.62,3.68,False
Player 1,Defender,5712,2345,485.95,27,8,117,1,45,342.22,46.90,False
Player 1,Defender,5714,2937,614.71,27,7,155,1,42,342.66,58.74,False
Player 1,Defender,5718,498,102.04,4,2,22,1,116,342.86,9.96,False
Player 1,Defender,5722,409,84.34,0,0,10,0,91,343.72,8.18,False
Player 1,Defender,5726,283,57.31,0,0,13,0,2,344.30,5.66,False
Player 1,Defender,5730,538,131.79,6,1,24,0,48,344.32,10.76,False
Player 1,Defender,5736,0,0.50,0,0,0,0,0,344.32,0.00,False
Player 1,Defender,5740,568,142.16,1,1,15,0,74,344.64,11.36,False
Player 1,Defender,5746,0,0.50,0,0,0,0,0,345.44,0.00,False
Player 1,Defender,5748,746,131.29,9,3,32,0,72,345.66,14.92,False
Player 1,Defender,5752,348,68.93,1,1,6,0,137,345.98,6.96,False
Player 1,Defender,5756,86,12.78,1,0,9,0,25,346.04,1.72,False
Player 1,Defender,5762,365,66.20,2,1,20,1,89,347.12,7.30,False
Player 1,Defender,5768,0,0.50,0,0,0,0,0,347.88,0.00,False
Player 1,Defender,5770,373,68.56,6,1,16,0,63,348.56,7.46,False
Player 1,Defender,5776,0,0.50,0,0,0,0,0,349.02,0.00,False
Player 1,Defender,5780,604,107.37,2,1,28,1,50,350.26,12.08,False
Player 1,Defender,5784,345,53.87,4,1,19,1,113,350.62,6.90,False
Player 1,Defender,5788,420,81.46,2,1,16,0,4,351.26,8.40,False
Player 1,Defender,5792,1400,333.53,17,6,76,0,15,351.64,28.00,False
Player 1,Defender,5796,335,79.32,2,1,31,1,45,352.14,6.70,False
Player 1,Defender,5802,396,77.37,1,0,7,0,110,352.22,7.92,False
Player 1,Defender,5806,254,50.51,0,0,2,0,115,353.64,5.08,False
Player 1,Defender,5810,402,67.44,4,1,15,1,74,353.70,8.04,False
Player 1,Defender,5814,421,91.76,5,1,14,0,103,354.40,8.42,False
Player 1,Defender,5818,651,115.58,8,1,45,1,78,354.64,13.02,False
Player 1,Defender,5824,0,0.50,0,0,0,0,0,354.82,0.00,False
Player 1,Defender,5826,3000,696.85,45,11,200,3,145,355.16,60.00,False
Player 1,Defender,5828,405,78.63,2,0,10,0,25,355.22,8.10,False
Player 1,Defender,5832,3000,633.71,31,10,113,0,165,355.60,60.00,False
Player 1,Defender,5834,586,124.60,8,2,22,1,47,356.36,11.72,False
Player 1,Defender,5838,275,51.28,2,1,6,0,70,357.14,5.50,False
Player 1,Defender,5842,355,77.24,3,1,7,0,137,357.36,7.10,False
Player 1,Defender,5846,3001,760.40,5,1,90,2,121,358.64,60.02,False
Player 1,Defender,5848,414,68.23,7,2,16,0,89,358.90,8.28,False
Player 1,Defender,5854,0,0.50,0,0,0,0,0,359.22,0.00,False
Player 1,Defender,5856,2176,428.92,12,5,49,1,134,359.40,43.52,False
Player 1,Defender,5862,0,0.50,0,0,0,0,0,360.46,0.00,False
Player 1,Defender,5864,440,75.49,8,2,16,0,65,361.02,8.80,False
Player 1,Defender,5868,376,77.36,2,0,12,0,93,361.16,7.52,False
Player 1,Defender,5874,0,0.50,0,0,0,0,0,361.54,0.00,False
Player 1,Defender,5876,361,53.69,2,1,14,0,124,361.62,7.22,False
Player 1,Defender,5880,149,23.89,2,0,14,0,62,362.20,2.98,False
Player 1,Defender,5886,0,0.50,0,0,0,0,0,362.26,0.00,False
Player 1,Defender,5888,137,29.60,0,0,12,0,66,363.20,2.74,False
Player 1,Defender,5892,357,58.41,3,1,13,0,144,363.50,7.14,False
Player 1,Defender,5898,475,92.08,4,2,21,0,70,364.72,9.50,False
Player 1,Defender,5904,268,46.64,3,1,10,0,76,366.52,5.36,False
Player 1,Defender,5910,498,92.36,7,2,21,0,86,367.32,9.96,False
Player 1,Defender,5914,2558,548.49,31,9,158,2,116,368.34,51.16,False
Player 1,Defender,5918,0,0.50,0,0,0,0,0,369.48,0.00,False
Player 1,Defender,5920,1114,260.51,18,5,48,1,87,370.16,22.28,False
Player 1,Defender,5922,1252,242.30,12,4,69,0,128,371.08,25.04,False
Player 1,Defender,5928,486,171.50,4,1,23,0,186,371.26,9.72,False
Player 1,Defender,5932,3001,663.78,33,9,192,1,98,371.44,60.02,False
Player 1,Defender,5936,170,35.81,2,0,11,0,85,372.88,3.40,False
Player 1,Defender,5940,2748,615.62,40,6,135,0,58,372.96,54.96,False
Player 1,Defender,5944,484,106.05,3,1,16,0,81,373.18,9.68,False
Player 1,Defender,5950,0,0.50,0,0,0,0,0,373.78,0.00,False
Player 1,Defender,5952,410,72.87,2,1,13,0,95,374.36,8.20,False
Player 1,Defender,5956,609,126.40,1,0,35,0,23,374.44,12.18,False
Player 1,Defender,5960,0,0.50,0,0,0,0,0,375.14,0.00,False
Player 1,Defender,5962,3001,694.23,34,9,140,3,51,375.20,60.02,False
Player 1,Defender,5966,115,25.12,2,0,13,0,18,376.08,2.30,False
Player 1,Defender,5970,1083,235.68,12,3,66,1,40,376.48,21.66,False
Player 1,Defender,5976,282,54.00,2,0,4,0,2,376.90,5.64,False
Player 1,Defender,5980,710,141.31,11,3,33,0,127,377.40,14.20,False
Player 1,Defender,5984,200,36.56,2,0,14,0,111,378.44,4.00,False
Player 1,Defender,5988,572,128.96,3,2,14,0,95,378.76,11.44,False
Player 1,Defender,5992,731,145.99,11,3,29,1,89,379.34,14.62,False
Player 1,Defender,5996,3001,604.12,33,8,114,2,141,379.90,60.02,False
Player 1,Defender,5998,356,76.93,5,1,6,0,130,380.00,7.12,False
Player 1,Defender,6002,1444,335.76,9,4,49,1,73,380.14,28.88,False
Player 1,Defender,6006,381,78.93,6,1,20,0,81,380.58,7.62,False
Player 1,Defender,6010,110,16.01,1,0,4,0,53,380.96,2.20,False
Player 1,Defender,6014,534,126.58,5,3,12,0,6,381.76,10.68,False
Player 1,Defender,6018,300,53.26,2,1,5,0,97,382.08,6.00,False
Player 1,Defender,6022,269,49.56,5,1,7,0,127,382.28,5.38,False
Player 1,Defender,6026,1083,208.43,10,4,42,1,101,383.28,21.66,False
Player 1,Defender,6030,342,68.36,2,1,8,0,127,383.32,6.84,False
Player 1,Defender,6034,1225,270.74,14,6,44,1,40,383.40,24.50,False
Player 1,Defender,6038,512,99.04,3,2,12,0,95,383.42,10.24,False
Player 1,Defender,6042,1273,252.45,4,2,29,1,143,384.86,25.46,False
Player 1,Defender,6048,860,150.18,14,3,50,0,115,385.54,17.20,False
Player 1,Defender,6050,2206,507.22,25,8,128,0,44,386.34,44.12,False
Player 1,Defender,6052,507,109.96,3,2,11,0,52,387.54,10.14,False
Player 1,Defender,6056,488,91.83,13,2,16,0,87,389.76,9.76,False
Player 1,Defender,6060,769,280.66,1,1,35,0,327,390.58,15.38,False
Player 1,Defender,6064,167,40.38,1,0,6,0,35,390.88,3.34,False
Player 1,Defender,6068,1531,334.39,11,6,65,2,119,391.64,30.62,False
Player 1,Defender,6072,3001,642.37,29,8,95,4,136,392.00,60.02,False
Player 1,Defender,6076,0,0.50,0,0,0,0,0,392.08,0.00,False
Player 1,Defender,6078,363,72.32,4,1,12,0,58,392.80,7.26,False
Player 1,Defender,6082,3001,733.31,31,5,202,1,27,393.38,60.02,False
Player 1,Defender,6084,498,87.34,4,1,18,0,83,393.38,9.96,False
Player 1,Defender,6090,1112,254.68,13,4,61,0,162,393.68,22.24,False
Player 1,Defender,6094,0,0.50,0,0,0,0,0,393.82,0.00,False
Player 1,Defender,6098,0,0.50,0,0,0,0,0,395.08,0.00,False
Player 1,Defender,6102,163,34.03,1,0,3,0,106,396.64,3.26,False
Player 1,Defender,6106,518,107.42,6,2,32,0,61,396.70,10.36,False
Player 1,Defender,6110,0,0.50,0,0,0,0,0,397.90,0.00,False
Player 1,Defender,6114,0,0.50,0,0,0,0,0,399.30,0.00,False
Player 1,Defender,6116,1055,257.54,8,3,33,0,158,399.54,21.10,False
Player 1,Defender,6122,0,0.50,0,0,0,0,0,399.66,0.00,False
Player 1,Defender,6124,2865,572.21,19,10,100,2,128,399.96,57.30,False
Player 1,Defender,6126,423,78.46,3,1,15,0,89,400.10,8.46,False
Player 1,Defender,6132,0,0.50,0,0,0,0,0,400.24,0.00,False
Player 1,Defender,6138,0,0.50,0,0,0,0,0,401.76,0.00,False
Player 1,Defender,6140,563,140.76,7,2,17,0,16,401.84,11.26,False
Player 1,Defender,6146,0,0.50,0,0,0,0,0,402.14,0.00,False
Player 1,Defender,6148,2662,753.51,15,0,92,0,35,402.26,53.24,False
Player 1,Defender,6152,148,31.97,0,0,8,0,43,402.62,2.96,False
Player 1,Defender,6158,0,0.50,0,0,0,0,0,402.96,0.00,False
Player 1,Defender,6160,318,55.69,3,1,3,1,119,403.00,6.36,False
Player 1,Defender,6164,1071,215.76,22,6,50,0,39,403.18,21.42,False
Player 1,Defender,6168,196,40.78,1,1,15,0,27,403.22,3.92,False
Player 1,Defender,6174,0,0.50,0,0,0,0,0,403.62,0.00,False
Player 1,Defender,6178,0,0.50,0,0,0,0,0,404.12,0.00,False
Player 1,Defender,6182,108,20.66,1,0,4,0,55,405.12,2.16,False
Player 1,Defender,6186,265,51.15,6,1,20,0,143,405.26,5.30,False
Player 1,Defender,6190,172,34.55,2,1,12,0,36,405.58,3.44,False
Player 1,Defender,6194,101,16.71,0,0,7,0,31,405.64,2.02,False
Player 1,Defender,6198,393,98.75,3,2,20,0,27,405.76,7.86,False
Player 1,Defender,6202,134,25.61,0,0,2,0,74,405.90,2.68,False
Player 1,Defender,6206,319,49.34,3,1,11,1,140,406.48,6.38,False
Player 1,Defender,6214,0,0.50,0,0,0,0,0,406.82,0.00,False
Player 1,Defender,6216,156,35.77,0,0,13,0,85,407.24,3.12,False
Player 1,Defender,6220,374,76.64,2,1,7,0,22,408.04,7.48,False
Player 1,Defender,6224,269,57.19,1,1,3,0,2,408.56,5.38,False
Player 1,Defender,6228,281,48.31,3,1,9,0,94,408.62,5.62,False
Player 1,Defender,6232,126,25.11,0,0,7,0,65,409.34,2.52,False
Player 1,Defender,6238,0,0.50,0,0,0,0,0,409.90,0.00,False
Player 1,Defender,6240,433,159.25,3,1,20,0,112,410.42,8.66,False
Player 1,Defender,6244,113,23.37,0,0,2,0,70,411.60,2.26,False
Player 1,Defender,6248,116,28.05,2,0,4,0,65,412.22,2.32,False
Player 1,Defender,6252,348,66.29,1,1,9,0,118,412.86,6.96,False
Player 1,Defender,6256,3001,654.00,50,14,146,1,56,415.18,60.02,False
Player 1,Defender,6258,454,79.78,11,2,15,0,95,415.56,9.08,False
Player 1,Defender,6262,3001,581.67,48,13,131,2,85,415.62,60.02,False
Player 1,Defender,6266,3000,707.36,45,4,134,0,770,417.14,60.00,False
Player 1,Defender,6268,595,129.16,10,3,14,0,114,417.54,11.90,False
Player 1,Defender,6272,3000,707.46,36,10,178,0,31,418.64,60.00,False
Player 1,Defender,6274,365,79.42,7,2,7,0,128,418.90,7.30,False
Player 1,Defender,6278,2012,475.75,27,10,81,0,102,420.14,40.24,False
Player 1,Defender,6280,525,100.41,4,2,11,0,4,420.92,10.50,False
Player 1,Defender,6284,780,158.07,13,3,31,0,88,421.36,15.60,False
Player 1,Defender,6288,2648,598.66,36,10,160,0,25,423.12,52.96,False
Player 1,Defender,6290,383,66.31,8,2,12,0,2,423.22,7.66,False
Player 1,Defender,6296,827,192.60,11,3,18,0,91,425.16,16.54,False
Player 1,Defender,6300,669,195.77,10,2,21,0,119,425.60,13.38,False
Player 1,Defender,6304,935,182.83,12,4,23,0,142,425.94,18.70,False
Player 1,Defender,6310,0,0.50,0,0,0,0,0,426.38,0.00,False
Player 1,Defender,6312,1692,365.79,23,7,99,1,72,430.54,33.84,True
Player 1,Defender,6316,0,0.50,0,0,0,0,0,430.86,0.00,False
Player 1,Defender,6326,428,81.11,8,2,15,0,51,434.50,8.56,False
Player 1,Defender,6334,0,0.50,0,0,0,0,0,436.84,0.00,False
Player 1,Defender,6338,1009,178.56,23,5,34,0,77,437.72,20.18,False
Player 1,Defender,6342,627,132.77,9,3,18,0,3,438.14,12.54,False
Player 1,Defender,6346,1165,311.14,10,2,59,0,60,438.48,23.30,False
Player 1,Defender,6350,2348,524.98,32,11,100,0,79,438.96,46.96,False
Player 1,Defender,6354,0,0.50,0,0,0,0,0,439.48,0.00,False
Player 1,Defender,6358,0,0.50,0,0,0,0,0,440.12,0.00,False
Player 1,Defender,6360,3001,643.36,45,12,102,2,111,440.60,60.02,False
Player 1,Defender,6362,713,253.56,6,1,16,0,222,440.64,14.26,False
Player 1,Defender,6366,914,203.69,23,4,52,0,77,441.40,18.28,False
Player 1,Defender,6368,106,24.20,1,0,2,0,58,441.60,2.12,False
Player 1,Defender,6372,1231,298.57,22,7,58,0,45,441.76,24.62,False
Player 1,Defender,6374,557,128.13,15,3,16,0,169,442.00,11.14,False
Player 1,Defender,6378,2493,581.81,40,11,77,1,171,442.66,49.86,False
Player 1,Defender,6380,1495,359.34,25,5,42,1,77,442.76,29.90,False
Player 1,Defender,6384,3000,680.65,35,9,91,2,17,443.32,60.00,False
Player 1,Defender,6386,95,21.68,0,0,2,0,45,443.66,1.90,False
Player 1,Defender,6392,0,0.50,0,0,0,0,0,443.80,0.00,False
Player 1,Defender,6394,571,203.10,7,1,8,0,131,446.66,11.42,False
